PSMILES,Tg
[*]c1cc2c(cc1-c1ccc([Si](C)(C)C)cc1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5cc([*])c(-c6ccc([Si](C)(C)C)cc6)cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,638.15
[*]c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc([*])cc4C)C5=O)cc3C2=O)c(C)c1,638.15
[*]c1ccc(Oc2ccc(-c3cc(-c4ccccc4)c4cc5nc([*])cc(-c6ccccc6)c5cc4n3)cc2)cc1,638.15
[*]c1ccc2c(c1)C(=O)N(c1cc(C(F)(F)F)c(N3C(=O)c4ccc(C([*])(C(F)(F)F)C(F)(F)F)cc4C3=O)cc1C(F)(F)F)C2=O,638.15
[*]c1cccc(-c2nc3cc4nc(-c5ccccc5)c([*])nc4cc3nc2-c2ccccc2)c1,638.15
[*]c1cccc(-c2nc3cc4nc([*])c(-c5ccccc5)nc4cc3nc2-c2ccccc2)c1,638.15
[*]c1ccc(-c2ccc(-c3ccc(-n4c(=O)c5c(C(F)(F)F)c6c(=O)n([*])c(=O)c6c(C(F)(F)F)c5c4=O)cc3)cc2)cc1,637.15
[*]c1ccc(-c2ccc(-c3ccc(-n4c(=O)c5cc6c(=O)n([*])c(=O)c6c(C(F)(F)F)c5c4=O)cc3)cc2)cc1,637.15
[*]c1ccc2nc(-c3ccc(-c4ccc(-c5cc(-c6ccc(Oc7ccc(-c8ccccc8)cc7)cc6)c6cc([*])ccc6n5)cc4)cc3)cc(-c3ccc(Oc4ccc(-c5ccccc5)cc4)cc3)c2c1,637.15
[*]c1ccc(-c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N([*])C4=O)cc2OC(C)(F)F)c(OC(C)(F)F)c1,636.15
[*]c1ccc2c(c1)C(=O)N(C1CCC(N3C(=O)c4ccc(S([*])(=O)=O)cc4C3=O)CC1)C2=O,636.15
[*]c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(Oc6c(C(C)(C)C)cc([*])cc6C(C)(C)C)c(C(F)(F)F)c4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,635.65
[*]c1ccc(C(c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,635.65
[*]c1cc(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)c(O)cc1O,635.15
[*]c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6c(C(C)(C)C)cc([*])cc6C(C)(C)C)c(C(F)(F)F)c4)C5=O)cc3C2=O)cc1,635.15
[*]Nc1cc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc(C([*])=O)cc5C4=O)c2)C3=O)cc(-c2nc3ccccc3[nH]2)c1,634.15
[*]c1cc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4c(C)cc(-c6cc(C)c([*])cc6C)cc4C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1,634.15
[*]c1cc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4c(C)cc(C6([*])c7ccccc7-c7ccccc76)cc4C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1,634.15
[*]c1ccc(Oc2ccc(-c3c4ccccc4c(-c4ccc(Oc5ccc(-c6c7c(c([*])c8ccccc68)C(=O)N(c6ccccc6)C7=O)cc5)c(C(F)(F)F)c4)c4ccccc34)cc2C(F)(F)F)cc1,634.15
[*]Nc1ccc(Oc2ccc(NC(=O)c3ccc(-n4c(=O)c5cc6c(=O)n(-c7ccc(C([*])=O)cc7)c(=O)c6cc5c4=O)cc3)cc2)cc1,633.15
[*]Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(C2CCC(N4C(=O)c5ccc(C([*])=O)cc5C4=O)CC2)C3=O)cc1,633.15
[*]c1cc(C(=O)O)cc(N2C(=O)C3CC(C4CC(=O)N([*])C4=O)c4ccccc4C3C2=O)c1,633.15
[*]c1cc2c(cc1-c1ccc(C(C)(C)C)cc1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5cc([*])c(-c6ccc(C(C)(C)C)cc6)cc5C4=O)cc3)cc1)C2=O,633.15
[*]c1ccc(-c2ccc(-c3cc(-c4ccccc4)c4cc(-c5ccc6nc([*])cc(-c7ccccc7)c6c5)ccc4n3)cc2)cc1,633.15
[*]c1ccc(-c2ccc(-c3ccc(-c4cc(-c5ccccc5)c5cc(-c6ccc7nc([*])cc(-c8ccccc8)c7c6)ccc5n4)cc3)cc2)cc1,633.15
[*]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(-c6cc(-c7ccc(OCCCC#N)cc7)cc([*])n6)cc4)C5=O)cc3C2=O)cc1,633.15
[*]c1ccc(Oc2ccc(N3C(=O)c4c(c(-c5ccccc5)c(-c5ccc(Oc6ccc(-c7c(-c8ccccc8)c8c(c(-c9ccccc9)c7-c7ccccc7)C(=O)N([*])C8=O)cc6)cc5)c(-c5ccccc5)c4-c4ccccc4)C3=O)cc2)cc1,633.15
[*]c1ccc2c(c1)C(=O)N(C1CCC(N3C(=O)c4ccc([*])cc4C3=O)CC1)C2=O,633.15
[*]c1ccc2oc3ccc(S([*])(=O)=O)cc3c2c1,633.15
[*]c1cccc(S(=O)(=O)c2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)c1,633.15
[*]c1ccc(Sc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cn2)nc1,632.15
[*]Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc(C([*])=O)cc7C6=O)cc5-c5ccccc5)c(-c5ccccc5)c3)C4=O)cc2)cc1,631.15
[*]Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(-c4nc5ccccc5s4)cc(N4C(=O)c5ccc(C([*])=O)cc5C4=O)c2)C3=O)n1,631.15
[*]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(N([*])c6ccc(C#N)cc6)cc4)C5=O)cc3C2=O)cc1,631.15
[*]c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)c(O)c3)cc1O)C2=O,631.15
[*]Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3cc(-c5nc6ccccc6s5)cc(N5C(=O)c6ccc(C([*])=O)cc6C5=O)c3)C4=O)cc2)cc1,630.15
[*]Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(Oc3ccc4c(=O)n5c6cc(-c7ccc8c(c7)nc7c9ccc([*])c%10cccc(c(=O)n87)c%109)ccc6nc5c5cccc3c45)cc2)cc1,630.15
[*]c1cccc(N2C(=O)c3c(c(-c4ccccc4)c(-c4ccc(Oc5ccc(-c6c(-c7ccccc7)c7c(c(-c8ccccc8)c6-c6ccccc6)C(=O)N([*])C7=O)cc5)cc4)c(-c4ccccc4)c3-c3ccccc3)C2=O)c1,630.15
[*]c1ccccc1Cc1ccc(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)cc1,629.65
[*]Nc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(-c4nc5ccccc5s4)cc(N4C(=O)c5ccc(C([*])=O)cc5C4=O)c2)C3=O)cc1,629.15
[*]c1ccc(Cc2ccc(N3C(=O)c4c(c(-c5ccccc5)c(-c5ccc(Oc6ccc(-c7c(-c8ccccc8)c8c(c(-c9ccccc9)c7-c7ccccc7)C(=O)N([*])C8=O)cc6)cc5)c(-c5ccccc5)c4-c4ccccc4)C3=O)cc2)cc1,629.15
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc([*])cc4C3=O)cc1)C2=O,628.9
[*]c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(C([*])(C(F)(F)F)C(F)(F)F)cc4C3=O)cc1)C2=O,628.65
[*]C(=O)Nc1ccc(C(c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc([*])c(C)c3)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,628.15
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3nc(-c4ccccc4)nc(-c4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)n3)cc1)C2=O,628.15
[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)c3ccccc3-c3ccccc32)cc1,628.15
[*]c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5cc(-c6ccccc6)c6cc(-c7ccc8nc([*])cc(-c9ccccc9)c8c7)ccc6n5)cc4)cc3)cc2)cc1,628.15
[*]c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(Oc6c(C(C)(C)C)cc([*])cc6C(C)(C)C)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,628.15
[*]c1ccc2nc(-c3ccc(-c4ccc(-c5cc(-c6ccc(Oc7ccc(Oc8ccccc8)cc7)cc6)c6cc([*])ccc6n5)cc4)cc3)cc(-c3ccc(Oc4ccc(Oc5ccccc5)cc4)cc3)c2c1,628.15
[*]c1ccc(N2C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6c(C(C)(C)C)cc([*])cc6C(C)(C)C)cc4)C5=O)cc3C2=O)cc1,627.65
[*]c1ccc2nc(-c3ccc(-c4nc5ccc([*])cc5nc4-c4ccccc4)cc3)c(-c3ccccc3)nc2c1,627.65
[*]Cc1ccc(-n2c(=O)c3ccc4c(=O)n(-c5ccc([*])cc5C)c(=O)c4c3c2=O)c(C)c1,627.15
[*]c1cccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N([*])C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1C,626.65
[*]c1cc(C)c(-c2c(C)cc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2C)c(C)c1,626.15
[*]c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(N([*])c6ccc(C#N)cc6)cc5)c(=O)c4cc3c2=O)cc1,626.15
[*]c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(Oc6c(C(C)(C)C)cc([*])cc6C(C)(C)C)c(C(F)(F)F)c4)C5=O)cc3C2=O)cc1,626.15
[*]c1ccc(Oc2ccc(-c3cnc4cc5nc([*])cnc5cc4n3)cc2)cc1,626.15
[*]c1ccc(Oc2ccc(-c3cnc4cc5ncc([*])nc5cc4n3)cc2)cc1,626.15
[*]c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(-c5c(-c6ccccc6)c(-c6ccccc6)c(-c6ccc(Oc7ccc(-c8c(-c9ccccc9)c(-c9ccccc9)c([*])c(-c9ccccc9)c8-c8ccccc8)cc7)cc6)c(-c6ccccc6)c5-c5ccccc5)cc4C3=O)cc1)C2=O,626.15
[*]OCCOC(=O)C1=C(N2CCCC2)CCCC=C1C([*])=O,625.65
[*]c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc([*])cc4C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1,625.15
[*]c1ccc2c(c1)C(=O)N(c1ccc(C3(c4ccc(N5C(=O)c6ccc(C([*])(C(F)(F)F)C(F)(F)F)cc6C5=O)c(F)c4)c4ccccc4-c4ccccc43)cc1F)C2=O,625.15
[*]c1ccc2oc(-c3ccc(-c4nc5cc(C([*])(C(F)(F)F)C(F)(F)F)ccc5o4)nc3)nc2c1,625.15
[*]Nc1ccc(C(c2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(c6ccc(C([*])=O)cc6)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,624.15
[*]Oc1ccc2nc(-c3ccc(-c4ccc(-c5nc6ccc([*])cc6c(-c6ccccc6)c5-c5ccccc5)cc4)cc3)c(-c3ccccc3)c(-c3ccccc3)c2c1,624.15
[*]c1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,624.15
[*]C(=O)c1ccc(C(=O)N2CC(C)N([*])CC2C)cc1,623.15
[*]C1C2CC(C)C(C2)C1[*],623.15
[*]Cn1c(=O)c2cc3c(=O)n(CC(=O)Nc4ccc(C5(c6ccc(NC([*])=O)cc6)c6ccccc6-c6ccccc65)cc4)c(=O)c3cc2c1=O,623.15
[*]c1cc(C(c2ccc(O)c(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,623.15
[*]c1ccc(-c2cnc3cc(-c4ccc5nc([*])cnc5c4)ccc3n2)cc1,623.15
[*]c1ccc(-c2nc3ccc(-c4ccc5nc(-c6ccc(C([*])(c7ccccc7)C(F)(F)F)cc6)oc5c4)cc3o2)cc1,623.15
[*]c1ccc(Oc2ccc(-c3nc4cc5sc([*])nc5cc4s3)cc2)cc1,623.15
[*]c1ccc(Oc2ccc(N3C(=O)CC4C(CC5C(=O)N([*])C(=O)C54)C3=O)cc2)cc1,623.15
[*]c1ccc(S(=O)(=O)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,623.15
[*]c1ccc2nc(-c3ccc(-c4ccc(-c5cc(-c6ccccc6)c6cc(C7([*])c8ccccc8C(=O)c8ccccc87)ccc6n5)cc4)cc3)cc(-c3ccccc3)c2c1,623.15
[*]c1cc2c(cc1-c1ccc([Si](C)(C)C)cc1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5cc([*])c(-c6ccc([Si](C)(C)C)cc6)cc5C4=O)cc3)cc1)C2=O,621.15
[*]c1cc2c(cc1-c1ccc([Si](C)(C)C)cc1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5cc([*])c(-c6ccc([Si](C)(C)C)cc6)cc5C4=O)cc3)cc1)C2=O,621.15
[*]c1ccc(C)c(N2C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,621.15
[*]Nc1ccc(NC(=O)c2ccc(-n3nc(-c4ccc(Oc5ccc(C([*])=O)cc5)c5ccccc45)c4ccccc4c3=O)cc2)cc1,620.65
[*]c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6c(C(C)(C)C)cc([*])cc6C(C)(C)C)cc4)C5=O)cc3C2=O)cc1,620.65
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(Cc4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc3)cc1)C2=O,620.15
[*]c1cccc(-c2nc3cc(-c4ccc5c(c4)nc([*])n5C)ccc3[nH]2)c1,619.81
[*]c1ccc2c(c1)C(=O)N(C1CCC(N3C(=O)c4ccc(C([*])(C(F)(F)F)C(F)(F)F)cc4C3=O)CC1)C2=O,619.65
[*]Oc1ccc(Sc2ccc(Oc3ccc4c(=O)n5c6cc(Oc7ccc8c(c7)nc7c9ccc([*])c%10cccc(c(=O)n87)c%109)ccc6nc5c5cccc3c45)cc2)cc1,619.15
[*]c1cc(C)c(-c2c(C)cc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([*])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2C)c(C)c1,619.15
[*]c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5cccc([*])c5C4=O)cc3C(F)(F)F)c(C(F)(F)F)c1)C2=O,619.15
[*]c1ccc(-c2ccc(-c3cnc4cc(-c5ccc6nc([*])cnc6c5)ccc4n3)cc2)cc1,618.65
[*]C(=O)c1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(C(=O)c4c(C)c(C)c([*])c(C)c4C)cc3)cc2)cc1,618.15
[*]CN1C(=O)c2ccc(C(=O)Nc3ccc(C4(c5ccc(NC([*])=O)cc5)c5ccccc5-c5ccccc54)cc3)cc2C1=O,618.15
[*]Nc1ccc(Oc2ccc(C34CC5CC(CC(C5)C3)C4)c(Oc3ccc(NC(=O)c4cc(NC(=O)C56CC7CC(CC(C7)C5)C6)cc(C([*])=O)c4)cc3)c2)cc1,618.15
[*]Nc1ccc(Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc(C([*])=O)cc7C6=O)cc5-c5ccccc5)c(-c5ccccc5)c3)C4=O)cc2)cc1,618.15
[*]Nc1ccc(Oc2ccc3nc(-c4ccccc4)c(-c4ccc(N5C(=O)c6ccc7c8c(ccc(c68)C5=O)C(=O)N(c5ccc(-c6nc8cc(Oc9ccc(NC(=O)c%10cc(C([*])=O)cc(N%11C(=O)c%12c(Cl)c(Cl)c(Cl)c(Cl)c%12C%11=O)c%10)cc9)ccc8nc6-c6ccccc6)cc5)C7=O)cc4)nc3c2)cc1,618.15
[*]Nc1ccc(Oc2ccc3nc(-c4ccccc4)c(-c4ccc(N5C(=O)c6ccc7c8c(ccc(c68)C5=O)C(=O)N(c5ccc(-c6nc8cc(Oc9ccc(NC(=O)c%10cc(C([*])=O)cc(N%11C(=O)c%12ccccc%12C%11=O)c%10)cc9)ccc8nc6-c6ccccc6)cc5)C7=O)cc4)nc3c2)cc1,618.15
[*]c1c(C)cc(C)c(N2C(=O)c3ccc(Oc4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4)cc3C2=O)c1C,618.15
[*]c1ccc(-c2ccc(-c3nc4ccccc4c(-c4ccc(Oc5ccc(-c6c(-c7ccccc7)c([*])nc7ccccc67)cc5)cc4)c3-c3ccccc3)cc2)cc1,618.15
[*]c1ccc(-c2nc3ccc(-c4ccc5nc(-c6ccc(C([*])(C(F)(F)F)C(F)(F)F)cc6)oc5c4)cc3o2)cc1,618.15
[*]c1ccc(-c2nc3ccc(Oc4ccc5nc([*])c(-c6ccccc6)c(-c6ccccc6)c5c4)cc3c(-c3ccccc3)c2-c2ccccc2)cc1,618.15
[*]c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(-c6cc(-c7ccc(OCCCC#N)cc7)cc([*])n6)cc5)c(=O)c4cc3c2=O)cc1,618.15
[*]c1ccc2c(c1)C(=O)N(c1ccc(P(=O)(c3ccccc3)c3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,618.15
[*]c1ccc2nc(-c3ccc(-c4nc5ccc(S([*])(=O)=O)cc5nc4-c4ccccc4)cc3)c(-c3ccccc3)nc2c1,618.15
[*]c1ccc2nc(-c3ccccc3)c(-c3ccc(-c4nc5cc(S([*])(=O)=O)ccc5nc4-c4ccccc4)cc3)nc2c1,618.15
[*]C(=O)Nc1ccc(C(c2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(c6ccc([*])cc6C)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,617.15
[*]c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(-c5c(-c6ccccc6)c(-c6ccccc6)c(-c6ccc(Sc7ccc(-c8c(-c9ccccc9)c(-c9ccccc9)c([*])c(-c9ccccc9)c8-c8ccccc8)cc7)cc6)c(-c6ccccc6)c5-c5ccccc5)cc4C3=O)cc1)C2=O,617.15
[*]c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc([*])cc4C3=O)c(O)cc1O)C2=O,616.15
[*]c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,616.15
[*]Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3cccc(N5C(=O)c6ccc(C([*])=O)cc6C5=O)c3)C4=O)cc2)cc1,615.15
[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)c3ccccc3Cc3ccccc32)cc1,615.15
[*]c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc(-c6cc(-c7ccc(OCCCC#N)cc7)cc([*])n6)cc4)C5=O)cc3C2=O)cc1,615.15
[*]c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(Oc6c(C(C)(C)C)cc([*])cc6C(C)(C)C)cc4)C5=O)cc3C2=O)cc1,615.15
[*]c1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(C4([*])CCC(C(C)(C)CC)CC4)cc2)C3=O)cc1,615.15
[*]c1ccc(Oc2ccc(N3C(=O)C4CCC5C(=O)N([*])C(=O)C5C4C3=O)cc2)cc1,615.15
[*]c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(N7C(=O)c8ccc([*])cc8C7=O)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc1)C2=O,615.15
[*]c1ccc2nc(-c3ccc(-c4cnc5cc(S([*])(=O)=O)ccc5n4)cc3)cnc2c1,615.15
[*]c1ccc2ncc(-c3ccc(-c4cnc5ccc(S([*])(=O)=O)cc5n4)cc3)nc2c1,615.15
[*]c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5ccccc5)c5c(=O)n([*])c(=O)c5c(-c5ccccc5)c4c3=O)c2)c1,615.15
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc3c(c1)Cc1cc(N4C(=O)c5ccc([*])cc5C4=O)ccc1-3)C2=O,614.65
[*]Nc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc(C([*])=O)cc5C4=O)c2)C3=O)cc1,614.15
[*]c1ccc(Cc2ccc(N3C(=O)C4CCC5C(=O)N([*])C(=O)C5C4C3=O)cc2)cc1,614.15
[*]c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc([*])cc4C3=O)cc1)C2=O,614.15
[*]c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4cccc([*])c4C3=O)c1)C2=O,614.15
[*]C1=C(c2ccccc2)C(=O)N(c2ccc(C3(c4ccc(N5C(=O)C(c6ccccc6)=C(c6ccc([*])cc6)C5=O)cc4)c4ccccc4-c4ccccc43)cc2)C1=O,613.15
[*]Cc1ccc(N2C(=O)C3CCC4C(=O)N(c5ccc([*])cc5C)C(=O)C4C3C2=O)c(C)c1,613.15
[*]NC(=O)c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc([*])c(C(=O)OCC)c5)c(=O)c4cc3c2=O)cc1,613.15
[*]Nc1ccc(-c2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,613.15
[*]Nc1ccc(-c2sc(-c3ccc(NC(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6cccc7c(Oc8ccc(N9C(=O)c%10ccc(C([*])=O)cc%10C9=O)cc8)cccc67)cc4)C5=O)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,613.15
[*]Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(-c5sc(-c6ccc(N7C(=O)c8ccc(C([*])=O)cc8C7=O)cc6)c(-c6ccccc6)c5-c5ccccc5)cc3)C4=O)cc2)cc1,613.15
[*]c1cc(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)ccc1Oc1ccc(C(C)(C)c2ccccc2)cc1,613.15
[*]c1cc(C)c(-n2c(=O)c3cc4c(=O)n(-c5c(C)cc([*])cc5C)c(=O)c4cc3c2=O)c(C)c1,613.15
[*]c1ccc(-c2cc(-c3ccccc3)c3cc(Oc4ccc5nc(-c6ccc(C7([*])c8ccccc8C(=O)c8ccccc87)cc6)cc(-c6ccccc6)c5c4)ccc3n2)cc1,613.15
[*]c1ccc2c(c1)C(=O)N(c1ccc(S(=O)(=O)c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,613.15
[*]C(=O)c1cccc(-n2c(=O)c3cc4c(=O)n(-c5ccc([*])cc5)c(=O)c4cc3c2=O)c1,613.15
[*]C(=O)Nc1ccc(-c2ccc(NC(=O)c3cc([*])cc(NC(=O)c4ccncc4)c3)cc2)cc1,612.15
[*]Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc(C([*])=O)cc5C4=O)c2)C3=O)n1,612.15
[*]c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(-c6cc(-c7ccc(OCCCC#N)cc7)cc([*])n6)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,612.15
[*]c1cccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)c1,612.15
[*]Nc1ccc(-c2sc(-c3ccc(NC(=O)c4ccc5c(c4)C(=O)N(c4ccc(-c6sc(-c7ccc(N8C(=O)c9ccc(C([*])=O)cc9C8=O)cc7)c(-c7ccccc7)c6-c6ccccc6)cc4)C5=O)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,611.15
[*]Nc1cccc(-n2c(=O)c3cc4c(=O)n(-c5cccc(NC(=O)c6cccc(C([*])=O)c6)c5)c(=O)c4cc3c2=O)c1,611.15
[*]c1ccc(C(=O)Nc2ccc(C(=O)Nc3ccc(NC(=O)c4ccc(NC(=O)c5ccc([Si]([*])(C)C)cc5)cc4)cc3)cc2)cc1,611.15
[*]c1ccc2c(c1)C(=O)N(c1cccc(-n3c(=O)c4cc5c(=O)n(-c6cccc(N7C(=O)c8ccc(C([*])(C(F)(F)F)C(F)(F)F)cc8C7=O)c6)c(=O)c5cc4c3=O)c1)C2=O,611.15
[*]c1ccc(C(=O)Nc2ccc(C(=O)Nc3ccc(-c4sc(-c5ccc(NC(=O)c6ccc(NC(=O)c7ccc([Si]([*])(C)C)cc7)cc6)cc5)c(-c5ccccc5)c4-c4ccccc4)cc3)cc2)cc1,610.15
[*]c1cccc(P(=O)(c2ccc(C(F)(F)F)cc2)c2cccc(-n3c(=O)c4c(-c5ccccc5)c5c(=O)n([*])c(=O)c5c(-c5ccccc5)c4c3=O)c2)c1,610.15
[*]c1ccc2c(c1)C(=O)N(c1ccc(S(=O)(=O)c3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,609.65
[*]Cc1ccc(N2C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)C(=O)N(c4ccc([*])cc4C(C)(C)C)C5=O)cc3C2=O)c(C(C)(C)C)c1,609.15
[*]c1ccc(-c2nc3cc(C(c4ccc5oc(-c6ccc(C([*])(C(F)(F)F)C(F)(F)F)cc6)nc5c4)(C(F)(F)F)C(F)(F)F)ccc3o2)cc1,609.15
[*]c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3Cl)c(Cl)c1)C2=O,609.15
[*]C1C(=O)N(c2ccccc2C)C(=O)C1[*],608.15
