PSMILES,Tg
[*]Nc1ccc(Oc2ccc(NC(=O)Nc3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc6ccccc6c5-c5c(Oc6ccc(N7C(=O)c8ccc(NC([*])=O)cc8C7=O)cc6)ccc6ccccc56)cc3)C4=O)cc2)cc1,547.15
[*]Nc1ccc(Oc2ccc(NC(=O)c3ccc(C(=O)Nc4ccc(Oc5ccc(NC(=C(C#N)C#N)c6cccc(C([*])=C(C#N)C#N)c6)cc5)cc4)cc3)cc2)cc1,547.15
[*]Nc1ccc(Oc2ccc(NC(=O)c3ccc(Oc4ccc(C([*])=O)cc4)cc3)cc2)cc1,547.15
[*]Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc8ccc(Oc9ccc(N%10C(=O)c%11ccc(C([*])=O)cc%11C%10=O)cc9)cc8c7)cc5)C6=O)cc4)cc3)cc2)cc1,547.15
[*]Oc1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(Oc6ccc([*])cc6C(C)(C)C)cc4)C5=O)cc3C2=O)cc1,547.15
[*]Oc1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc([*])cc4C3=O)cc(C(F)(F)F)c1)C2=O,547.15
[*]Oc1ccc2ccccc2c1-c1c(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc2)C3=O)ccc2ccccc12,547.15
[*]c1cc(C(C)C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4c(C(C)C)cc(C([*])(c6ccccc6)C(F)(F)F)cc4C(C)C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C(C)C)c1,547.15
[*]c1ccc(-c2nc3cc(Oc4ccc5nc(-c6ccccc6)c(-c6ccc(-n7c(=O)c8cc9c(=O)n([*])c(=O)c9cc8c7=O)cc6)nc5c4)ccc3nc2-c2ccccc2)cc1,547.15
[*]c1ccc(-c2nnc(-c3ccc(-c4nnc(-c5ccc([Si]([*])(c6ccccc6)c6ccccc6)cc5)o4)cc3)o2)cc1,547.15
[*]c1ccc(N2C(=O)c3ccc(Oc4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc([*])cc5OC)C6=O)cc4)cc3C2=O)c(OC)c1,547.15
[*]c1ccc(Oc2ccc(Oc3ccc(N4C(=O)C5CCC6C(=O)N([*])C(=O)C6C5C4=O)cc3)cc2)cc1,547.15
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc([Si]([*])(C)C)cc5C4=O)cc3)cc1)C2=O,547.15
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc(N6C(=O)c7ccc(S([*])(=O)=O)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,547.15
[*]C(=O)c1ccc(Oc2ccc(-c3c4c(c(-c5ccc(Oc6ccc([*])cc6)cc5)c5ccccc35)C(=O)N(c3ccccc3)C4=O)cc2)cc1,546.65
[*]Nc1ccc(C(c2ccc(NC(=O)c3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(c6cccc(C([*])=O)c6)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,546.65
[*]Oc1ccc2ccccc2c1-c1c(OC(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc(C([*])=O)cc5)C6=O)cc4C3=O)cc2)ccc2ccccc12,546.65
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])cc(NC(=O)c4ccc(OC(C)=O)cc4)c3)cc2)cc1,546.15
[*]C(=O)c1ccc(-c2ccc(C(=O)c3ccc(Oc4ccc(-c5nc(-c6ccc(-c7nc(-c8ccc(Oc9ccc([*])cc9)cc8)c(-c8ccccc8)[nH]7)cc6)[nH]c5-c5ccccc5)cc4)cc3)cc2)cc1,546.15
[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(P(=O)(c3ccccc3)c3cccc(N4C(=O)c5ccc([*])cc5C4=O)c3)c1)C2=O,546.15
[*]Cc1ccc(-c2sc(-c3ccc(CC(=O)Nc4ccc(-c5sc(-c6ccc(NC([*])=O)cc6)c(-c6ccccc6)c5-c5ccccc5)cc4)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,546.15
[*]NC(=S)Nc1cccc(NC(=O)c2ccc(C(=O)Nc3ccc(C([*])=O)cc3)cc2)c1,546.15
[*]Nc1ccc(Cc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc6ccc(Oc7ccc(N8C(=O)c9ccc(C([*])=O)cc9C8=O)cc7)cc6c5)cc3)C4=O)cc2)cc1,546.15
[*]Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6cccc(C([*])=O)c6)cc5)cc4)C4CC5CC(C4)CC3C5)cc2)cc1,546.15
[*]Oc1c(Cl)cc(C(c2cc(Cl)c(OC([*])=O)c(Cl)c2)C(Cl)(Cl)Cl)cc1Cl,546.15
[*]Sc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc4ccccc4c3-c3c(Oc4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4C(F)(F)F)ccc4ccccc34)c(C(F)(F)F)c1)C2=O,546.15
[*]c1ccc(-c2nnc(-c3ccc(-c4nnc(-c5ccc([Si]([*])(c6ccccc6)c6ccccc6)cc5)o4)c4ccccc34)o2)cc1,546.15
[*]c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C4([*])OC(=O)c5ccccc54)cc3C)c2)c(C)c1,546.15
[*]c1ccc(Oc2ccc(-c3c(-c4ccccc4)c(-c4ccc(-c5nc6ccccc6c([*])c5-c5ccccc5)cc4)nc4ccccc34)cc2)cc1,546.15
[*]c1ccc(-c2nnc(-c3cccc(-c4nnc([*])n4-c4ccccc4)c3)n2-c2ccccc2)cc1,545.65
[*]Cc1cc(CC)c(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4c(CC)cc([*])cc4CC)C5=O)cc3C2=O)c(CC)c1,545.65
[*]c1ccc(Oc2ccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)cc3C(F)(F)F)cc2)cc1,545.35
[*]C(=O)Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6cc([*])cc(C(C)(C)C)c6)cc5)cc4)CC4CCC3C4)cc2)cc1,545.15
[*]C(=O)c1ccc(Oc2ccc(-c3c4c(c(-c5ccc(Oc6ccc([*])cc6)cc5)c5ccccc35)C(=O)N(c3ccc(Cl)cc3)C4=O)cc2)cc1,545.15
[*]Cc1cc(C)c(N2C(=O)c3ccc(Oc4ccc5ccc(Oc6ccc7c(c6)C(=O)N(c6c(C)cc([*])cc6C)C7=O)cc5c4)cc3C2=O)c(C)c1,545.15
[*]Cc1ccc(-c2sc(-c3ccc(CC(=O)Nc4ccc(-c5ccc(NC([*])=O)cc5)cc4)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,545.15
[*]Nc1ccc(-c2cc(-c3ccc(-c4ccccc4)cc3)cc(-c3ccc(NC(=O)Nc4ccc5c(c4)C(=O)N(c4ccc(-c6cc(-c7ccc(-c8ccccc8)cc7)cc(-c7ccc(N8C(=O)c9ccc(NC([*])=O)cc9C8=O)cc7)n6)cc4)C5=O)cc3)n2)cc1,545.15
[*]Nc1ccc(-c2nnc(-c3ccc(NC(=O)c4ccc(C([*])=O)cc4Oc4ccccc4)cc3)o2)cc1,545.15
[*]Nc1ccc(/C=C/c2cccc(NC(=O)c3cccc(C([*])=O)c3)c2)cc1,545.15
[*]Nc1ccc(C(c2ccc(NC(=O)c3cccc(C([*])=O)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,545.15
[*]Nc1ccc(NC(=O)Nc2ccc(-c3[nH]c(-c4ccc(-c5nc(-c6ccc([N+](=O)[O-])cc6)c(-c6ccc([N+](=O)[O-])cc6)[nH]5)cc4)nc3-c3ccc(NC([*])=O)cc3)cc2)cc1,545.15
[*]Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6cccc(Oc8ccc(N9C(=O)c%10ccc(C([*])=O)cc%10C9=O)cc8)c6)C7=O)cc5)cc4)NC(=O)c4ccccc43)cc2)cc1,545.15
[*]c1cc(C)c(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7c(C)cc(C([*])c8cccc9ccccc89)cc7C)cc5)C6=O)cc4C3=O)cc2)c(C)c1,545.15
[*]c1ccc(-c2nnc(-c3ccc(-c4nnc(-c5ccc([Si]([*])(c6ccccc6)c6ccccc6)cc5)o4)nc3)o2)cc1,545.15
[*]c1ccc(-c2nnc(-c3cncc(-c4nnc(-c5ccc([Si]([*])(c6ccccc6)c6ccccc6)cc5)o4)c3)o2)cc1,545.15
[*]c1ccc2c(c1)C(=O)N(c1ccc(NC(=S)/N=C/c3ccc(Cl)c(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)cc1)C2=O,545.15
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(F)c(F)c(-c4c(F)c(F)c(Oc5ccc(N6C(=O)c7ccc(C([*])(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c(F)c4F)c(F)c3F)cc1)C2=O,544.35
[*]C(=O)Nc1ccc(C(=O)c2ccc(NC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)cc1,544.15
[*]C(=O)c1ccc2nc(-c3ccccc3)c(-c3ccc(Oc4ccc(-c5nc6cc([*])ccc6nc5-c5ccccc5)cc4)cc3)nc2c1,544.15
[*]Oc1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(Oc6cccc([*])c6C#N)cc4)C5=O)cc3C2=O)cc1,544.15
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,544.15
[*]Sc1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(Sc6cc7c(cc6[*])C(=O)N(c6ccc(CC)cc6)C7=O)cc4)C5=O)cc3C2=O)cc1,544.15
[*]c1ccc(Oc2ccc(-c3cccc(-c4ccc(Oc5ccc(-c6c7c(c([*])c8ccccc68)C(=O)N(c6ccccc6)C7=O)cc5)c(C(F)(F)F)c4)c3)cc2C(F)(F)F)cc1,544.15
[*]c1ccc(Oc2ccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)cc3)c(-c3ccccc3)c2)cc1,544.15
[*]c1ccc2c(c1)C(=O)N(c1cccc(P(=O)(c3ccccc3)c3cccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c1)C2=O,544.15
[*]c1ccc2oc(C3CCC(c4nc5cc(C([*])(C(F)(F)F)C(F)(F)F)ccc5o4)CC3)nc2c1,544.15
[*]Oc1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc([*])cc4C3=O)c1)C2=O,543.65
[*]C(=O)Nc1ccc(Oc2ccc(-c3nnc(-c4ccc(Oc5ccc(NC(=O)c6cc([*])cc(NC(=O)c7ccc(OC(C)=O)cc7)c6)cc5)cc4)o3)cc2)cc1,543.15
[*]C(=O)Nc1cccc(Oc2ccc(-c3nnc(-c4ccc(Oc5cccc(NC(=O)c6cc([*])cc(NC(=O)c7ccc(OC(C)=O)cc7)c6)c5)cc4)o3)cc2)c1,543.15
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N(c3ccccc3)c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,543.15
[*]C(=O)c1cccc(C(=O)c2ccc(Oc3ccc(-c4nc(-c5ccc(-c6nc(-c7ccc(Oc8ccc([*])cc8)cc7)c(-c7ccccc7)[nH]6)cc5)[nH]c4-c4ccccc4)cc3)cc2)c1,543.15
[*]CC([*])(C)C(=O)Oc1ccc(C(=O)c2ccccc2)c(O)c1,543.15
[*]Cc1cc(C)c(Oc2cccc3c2C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6cccc(Oc7c(C)cc([*])cc7C)c6C5=O)cc4)cc2)C3=O)c(C)c1,543.15
[*]NC(=S)Nc1cccc(NC(=O)c2cccc(C(=O)Nc3ccc(C([*])=O)cc3)c2)c1,543.15
[*]NNC(=O)c1ccc(C(=O)NNC(=O)c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccc(C([*])=O)cc3)cc2)c2ccccc12,543.15
[*]Nc1ccc(Cc2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(c5ccc(Cc7ccc(NC(=O)c8cccc(-c9nc%10cc(-c%11ccc%12[nH]c(-c%13cccc(C([*])=O)c%13)nc%12c%11)ccc%10[nH]9)c8)cc7)cc5)C6=O)cc4C3=O)cc2)cc1,543.15
[*]Nc1ccc(Cc2ccc(NC(=O)c3cc(C([*])=O)cc(S(=O)(=O)c4ccccc4)c3)cc2)cc1,543.15
[*]Nc1ccc(Cc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc(C([*])=O)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,543.15
[*]Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5cccc(N6C(=O)c7ccc(-c8ccc9c(c8)C(=O)N(c8cccc(C([*])=O)c8)C9=O)cc7C6=O)c5)cc4)cc3)cc2)cc1,543.15
[*]Oc1c(Cl)cc(C(c2cc(Cl)c(OC([*])=O)c(Cl)c2)C2CC3CCC2C3)cc1Cl,543.15
[*]Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C([*])=O)c4)cc3)C(=O)Nc3c(Cl)cc(Cl)cc32)cc1,543.15
[*]Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(C([*])=O)cc6C5=O)cc4)cc2)C3=O)cc1,543.15
[*]Oc1ccc2nc(-c3cccc(-c4nc5ccc([*])cc5nc4-c4ccccc4)c3)c(-c3ccccc3)nc2c1,543.15
[*]Oc1ccc2nc(-c3ccccc3)c(-c3cccc(-c4nc5cc([*])ccc5nc4-c4ccccc4)c3)nc2c1,543.15
[*]c1cc(C(=O)Nc2ccc(OC(=O)c3cc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c3)cc2)cc(-c2cccc(N3C(=O)C4CC(C5CC(=O)N(c6cccc([*])c6)C5=O)C=C(C)C4C3=O)c2)c1,543.15
[*]c1cc(C)c(Oc2ccc(C(=O)c3ccc4cc(C(=O)c5ccc(Oc6c(C)cc([*])cc6C)cc5)ccc4c3)cc2)c(C)c1,543.15
[*]c1cc(C)c(Oc2ccc(N3C(=O)c4ccc(Oc5ccccc5Oc5ccc6c(c5)C(=O)N(c5ccc(Oc7c(C)cc([*])cc7C)c(C(F)(F)F)c5)C6=O)cc4C3=O)cc2C(F)(F)F)c(C)c1,543.15
[*]c1ccc(C(=O)Nc2ccc(NC(=O)c3ccc(C([*])(C(F)(F)F)C(F)(F)F)cc3C(=O)OCC)cc2)c(C(=O)OCC)c1,543.15
[*]c1ccc(Oc2ccc(-c3cnc4cc(Oc5ccc6ncc([*])nc6c5)ccc4n3)cc2)cc1,543.15
[*]c1ccc(Oc2ccc(-c3nc4ccccc4n3-c3ccc(-n4c(-c5ccc(Oc6ccc(S([*])(=O)=O)cc6)cc5)nc5ccccc54)cc3)cc2)cc1,543.15
[*]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc7c8c(ccc(c68)C5=O)C(=O)N([*])C7=O)cc4)c(S(=O)(=O)O)c3)(C(F)(F)F)C(F)(F)F)cc2S(=O)(=O)O)cc1,543.15
[*]Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C([*])=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,542.65
[*]c1ccc(Oc2ccc(-n3c(=O)c4c(Oc5ccc(OCCCC)cc5)c5c(=O)n([*])c(=O)c5c(Oc5ccc(OCCCC)cc5)c4c3=O)cc2)cc1,542.65
[*]C(=O)c1cccc2cccc(C(=O)c3ccc(Oc4ccc(C5(c6ccc(Oc7ccc([*])cc7)cc6)c6ccccc6-c6ccccc65)cc4)cc3)c12,542.15
[*]Cc1cc(C)c(Oc2cccc3c2C(=O)N(c2cccc(N4C(=O)c5cccc(Oc6c(C)cc([*])cc6C)c5C4=O)c2)C3=O)c(C)c1,542.15
[*]Cc1cc(CC)c(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(/N=N/c4ccc(C)cc4)c(N4C(=O)c5ccc(C(=O)Nc6c(CC)cc([*])cc6CC)cc5C4=O)c2)C3=O)c(CC)c1,542.15
[*]Cc1ccc(N2C(=O)c3ccc(Oc4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc([*])cc5OC)C6=O)cc4)cc3C2=O)c(OC)c1,542.15
[*]NC(=O)Nc1ccc(Oc2ccc(NC(=O)Nc3ccc(C)c([*])c3)cc2)cc1,542.15
[*]Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc(C([*])=O)c7ccccc67)cc5)cc4)C4CC5CC(C4)CC3C5)cc2)cc1,542.15
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(C(c3ccccc3)c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,542.15
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,542.15
[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4cc(C)c(C5([*])OC(=O)c6ccccc65)cc4C)cc3)cc2)cc1C,542.15
[*]c1ccc(-c2nc3ccc(-c4ccc5nc(-c6ccc(C([*])(C(F)(F)F)C(F)(F)F)cc6)[nH]c5c4)cc3[nH]2)cc1,542.15
[*]c1ccc(Nc2ccc(S(=O)(=O)c3ccc(Nc4ccc(C5([*])c6ccccc6-c6ccccc65)cc4C)cc3)cc2)c(C)c1,542.15
[*]c1ccc(Oc2ccc(-c3ccc(S([*])(=O)=O)cc3)cc2)cc1,542.15
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,542.15
[*]Oc1cc(-c2ccccc2)c2cc(-c3ccc(Oc4ccc(-c5ccc6nc([*])cc(-c7ccccc7)c6c5)cc4)cc3)ccc2n1,541.65
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(-c4cnc(N5C(=O)c6ccc(C([*])(C(F)(F)F)C(F)(F)F)cc6C5=O)s4)cc3)cc1)C2=O,541.35
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)cc1,541.15
[*]C(=O)c1ccc(N2C(=O)c3ccc(Oc4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc([*])cc5)C6=O)cc4)cc3C2=O)cc1,541.15
[*]C(=O)c1ccc(Oc2ccc(-c3nc4ccccc4n3-c3ccc(-c4ccc(-n5c(-c6ccc(Oc7ccc([*])cc7)cc6)nc6ccccc65)cc4)cc3)cc2)cc1,541.15
[*]COc1ccc2ccccc2c1Sc1c(OCC(=O)Nc2ccc(NC([*])=O)cc2)ccc2ccccc12,541.15
[*]Nc1ccc(C#Cc2cccc(NC(=O)c3cccc(C([*])=O)c3)c2)cc1,541.15
[*]Nc1ccc(Oc2ccc(Oc3ccc(NC(=O)c4cccc(N5C(=O)c6ccc(-c7cccc8c7C(=O)N(c7cccc(C([*])=O)c7)C8=O)cc6C5=O)c4)cc3)cc2)cc1,541.15
[*]Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(N5C(=O)c6ccc(C([*])=O)cc6C5=O)cc3)C4=O)cc2)cc1,541.15
[*]Oc1ccc(C(=O)Nc2ccc(C(c3ccc(NC(=O)c4ccc(Oc5cc(C(C)(C)C)c([*])cc5C(C)(C)C)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,541.15
[*]c1cc(C(=O)Nc2ccc(OC(=O)c3cc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c3)cc2)cc(-c2cccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(c5cccc([*])c5)C6=O)cc4C3=O)c2)c1,541.15
[*]c1cc(N2C(=O)c3ccc(C(=O)Nc4ccc(Cc5ccc(NC(=O)c6ccc7c(c6)C(=O)N([*])C7=O)cc5)cc4)cc3C2=O)ccc1/N=N/c1ccc(C)cc1,541.15
[*]c1ccc(Oc2ccc(C(=O)c3ccc4c(c3)C(=O)N(c3ccc(Cc5ccc(N6C(=O)c7ccc(C(=O)c8ccc(Oc9ccc(C%10([*])OC(=O)c%11ccccc%11%10)cc9)cc8)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,541.15
[*]c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(N4C(=O)c5ccc(Oc6cccc(C([*])(C)C)c6)cc5C4=O)cc2)C3=O)cc1,541.15
[*]c1cccc(-c2cc(-c3ccc(Oc4ccc(-c5cc([*])nc6ccccc56)cc4)cc3)c3ccccc3n2)c1,541.15
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc(C(=O)c6cc([*])cc(C(C)(C)C)c6)cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,540.65
[*]Nc1cc(NC(=O)c2ccc(C([*])=O)cc2)cc(-c2nc3ccccc3[nH]2)c1,540.65
[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CC3CC2C2C4CCC(C4)C32)cc1,540.65
[*]Sc1cccc2c1C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,540.65
[*]C1=C(c2ccccc2)C(=O)N(c2ccc(Oc3ccc(Oc4ccc(N5C(=O)C(c6ccccc6)=C(c6ccc([*])cc6)C5=O)cc4)cc3)cc2)C1=O,540.15
[*]CCCCC(=O)Nc1cccc(NC(=S)NC(=O)c2ccc(NC([*])=O)cc2)c1,540.15
[*]Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(S(=O)(=O)c8ccc(Oc9ccc(N%10C(=O)c%11ccc(C([*])=O)cc%11C%10=O)cc9)cc8)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,540.15
[*]Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6ccc(Oc8cccc(Oc9ccc(N%10C(=O)c%11ccc(C([*])=O)cc%11C%10=O)cc9)c8)cc6)C7=O)cc5)cc4)NC(=O)c4ccccc43)cc2)cc1,540.15
[*]Oc1ccc(-c2ccc(OC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,540.15
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)c(C2CC3CCC2C3)c1,540.15
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1,540.15
[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3cccc4c3C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7cccc([*])c7C6=O)cc5)cc3)C4=O)cc2)cc1,540.15
[*]Oc1ccc(S(=O)(=O)c2cccc(Oc3cccc4c3C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7cccc([*])c7C6=O)cc5)cc3)C4=O)c2)cc1,540.15
[*]c1c(Br)cc(OC(=O)Oc2cc(Br)c(C([*])(C)C)c(Br)c2)cc1Br,540.15
[*]c1c(C)cc(C)c(N2C(=O)c3ccc(C(=O)Nc4ccc(-c5ccc(NC(=O)c6ccc7c(c6)C(=O)N([*])C7=O)cc5C(F)(F)F)c(C(F)(F)F)c4)cc3C2=O)c1C,540.15
[*]c1ccc(Oc2ccc(C(C)(C)c3ccccc3)cc2)c(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,540.15
[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(-c4ccc(S(=O)(=O)c5ccc(Oc6ccc(S([*])(=O)=O)cc6)cc5)cc4)cc3)cc2)cc1,540.15
[*]c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(S(=O)(=O)c4ccc(N5C(=O)c6ccc(Oc7ccc(C([*])(C)C)cc7)cc6C5=O)cc4)cc2)C3=O)cc1,540.15
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc4nc(-c5ccc(Oc6ccc(-c7nc8ccc(Oc9ccc(N%10C(=O)c%11ccc(C([*])(C(F)(F)F)C(F)(F)F)cc%11C%10=O)cc9)cc8nc7-c7ccccc7)cc6)cc5)c(-c5ccccc5)nc4c3)cc1)C2=O,540.15
[*]c1ccc2c(c1)C(=O)N(c1cccc(C(c3cccc(N4C(=O)c5ccc([*])cc5C4=O)c3)(C(F)(F)F)C(F)(F)F)c1)C2=O,540.15
[*]C(=O)c1cc(C(=O)c2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc([*])cc5C4=O)c2)C3=O)cc(-c2ccccc2)c1,539.65
[*]Oc1ccc2ccccc2c1-c1c(OC(=O)c2ccc(N3C(=O)c4ccc(C(=O)Oc5ccc6ccccc6c5-c5c(OC(=O)c6ccc7c(c6)C(=O)N(c6ccc(C([*])=O)cc6)C7=O)ccc6ccccc56)cc4C3=O)cc2)ccc2ccccc12,539.65
[*]c1ccc(OC(C)=O)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4cc(C([*])(C(F)(F)F)C(F)(F)F)ccc4OC(C)=O)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1,539.65
[*]C(=O)c1c(C(=O)c2ccc(Oc3ccc(Oc4ccc([*])cc4)cc3)cc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c1-c1ccc(F)cc1,539.15
[*]C(=O)c1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc([*])cc7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,539.15
[*]C1CC(C)(C)CC(C)(CN2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)C1,539.15
[*]CN1C(=O)c2ccc(C(=O)Nc3ccc(Cc4ccc(NC([*])=O)cc4)cc3)cc2C1=O,539.15
[*]Cc1cc(C)c(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(Oc7c(C)cc([*])cc7C)cc6C5=O)cc4)cc2)C3=O)c(C)c1,539.15
[*]Cc1cc(CC)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4c(CC)cc([*])cc4CC)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(CC)c1,539.15
[*]Nc1ccc(C(c2ccc(NC(=O)c3ccc(OC(=O)c4ccc(C(=O)Oc5ccc(C([*])=O)cc5)cc4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,539.15
